Advert Reference,Property Reference,Property Address,Bid Opening Date,Bid Closing Date,Number Of Bedrooms,Number Of Bedspaces,Total Bidders,Successful Bid Points,Ward Code,Ward Name,Lower Super Output Area Code,Lower Super Output Area Name,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Last Uploaded,Organisation URI
180472,13874,"Flat 1, Nigel House, Portpool Lane, London, EC1N 7UN",07/07/2016,11/07/2016,1,2,169,350,E05000138,Holborn and Covent Garden,E01000917,,531207,181887,-0.110272,51.52067,"(51.52067, -0.110272)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
199667,37936,"Flat B, 27 Minster Road, London, NW2 3SG",01/09/2016,05/09/2016,3,5,355,910,E05000132,Fortune Green,E01000875,,524520,185260,-0.205409,51.552495,"(51.552495, -0.205409)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
199337,21640,"22 Barrington Court, Lamble Street, London, NW5 4AT",16/02/2017,20/02/2017,2,4,418,580,E05000134,Gospel Oak,E01000889,,528186,185438,-0.152498,51.553275,"(51.553275, -0.152498)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
194331,5414,"Flat 46, Long Meadow, Torriano Avenue, London, NW5 2SU",17/03/2016,21/03/2016,2,3,483,600,E05000139,Kentish Town,E01000926,,529693,184990,-0.130939,51.548905,"(51.548905, -0.130939)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
186602,35924,"Flat A, 41 Fordwych Road, London, NW2 3TN",03/03/2016,07/03/2016,4,7,152,730,E05000132,Fortune Green,E01000876,,524758,184867,-0.202118,51.548911,"(51.548911, -0.202118)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
180819,31326,"Flat 67, Durdans House, Royal College Street, London, NW1 9RD",24/11/2016,28/11/2016,1,2,125,402,E05000131,Cantelowes,E01000866,,529027,184429,-0.140719,51.544018,"(51.544018, -0.140719)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
194869,16606,"Flat 13, Riverside, Birkenhead Street, London, WC1H 8BH",27/07/2017,31/07/2017,3,0,202,250,E05000141,King's Cross,E01000939,,530389,182865,-0.121694,51.529648,"(51.529648, -0.121694)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
190819,3349,"26 Stoneleigh Terrace,London,N19 5TY",22/06/2017,26/06/2017,2,3,359,735,E05000137,Highgate,E01000907,,528884,186738,-0.14196,51.564798,"(51.564798, -0.14196)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
198054,2171,"19 Maitland Park Road, London, NW3 2EX",20/10/2016,24/10/2016,3,5,297,400,E05000136,Haverstock,E01000902,,527973,184749,-0.155819,51.547131,"(51.547131, -0.155819)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
193245,17097,"Flat 14, Foundling Court, Brunswick Centre, London, WC1N 1QE",23/06/2016,27/06/2016,0,1,155,350,E05000129,Bloomsbury,E01000853,,530239,182214,-0.124095,51.523832,"(51.523832, -0.124095)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
108488,28791,"Flat 5, Grasmere, Osnaburgh Street, London, NW1 3QL",14/04/2016,18/04/2016,2,4,486,750,E05000142,Regent's Park,E01000951,,528915,182738,-0.142977,51.528845,"(51.528845, -0.142977)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
182118,19517,"Flat 18, The Forties, Islip Street, London, NW5 2UG",18/08/2016,22/08/2016,3,5,233,650,E05000139,Kentish Town,E01000925,,529376,185044,-0.135489,51.549463,"(51.549463, -0.135489)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
186040,1162,"14 Charlton Kings Road, London, NW5 2SA",03/08/2017,07/08/2017,2,4,390,550,E05000139,Kentish Town,E01000926,,529608,185261,-0.132065,51.55136,"(51.55136, -0.132065)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
193874,30242,"Flat 6, 72-74 Oseney Crescent, London, NW5 2BD",05/01/2017,09/01/2017,2,3,427,560,E05000139,Kentish Town,E01000926,,529457,185034,-0.134325,51.549354,"(51.549354, -0.134325)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
196082,21252,"Flat 21, Blemundsbury, Dombey Street, London, WC1N 3PF",27/07/2017,31/07/2017,3,0,137,330,E05000138,Holborn and Covent Garden,E01000915,,530579,181919,-0.119306,51.521103,"(51.521103, -0.119306)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288722,29142,"Flat 81, Beaufort Court, 65 Maygrove Road, London, NW6 2DA",26/05/2016,30/05/2016,4,8,109,230,E05000132,Fortune Green,E01000876,,524935,184792,-0.199593,51.548198,"(51.548198, -0.199593)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
182871,31876,"Flat 7, Millman Court, 27-39 Millman Street, London, WC1N 3EN",12/05/2016,16/05/2016,2,4,525,900,E05000138,Holborn and Covent Garden,E01000920,,530662,182151,-0.118025,51.523168,"(51.523168, -0.118025)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
194335,41262,"Flat E,24 St Paul's Crescent,London,NW1 9XL",27/07/2017,31/07/2017,0,1,92,220,E05000131,Cantelowes,E01000868,,529822,184435,-0.129284,51.543887,"(51.543887, -0.129284)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
185250,26010,"Flat 37, Chelwood, Grafton Road, London, NW5 4RG",22/12/2016,02/01/2017,2,4,374,510,E05000136,Haverstock,E01000901,,528480,184983,-0.148426,51.549119,"(51.549119, -0.148426)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
194037,17594,"Flat 15, Bacton, Haverstock Road, London, NW5 4PU",03/03/2016,07/03/2016,1,2,129,800,E05000134,Gospel Oak,E01000890,,528055,185334,-0.154424,51.55237,"(51.55237, -0.154424)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
195359,20529,"Flat 2, Johnson House, Adelaide Road, London, NW3 3PS",20/07/2017,24/07/2017,1,2,136,750,E05000128,Belsize,E01000846,,527551,184379,-0.162036,51.543902,"(51.543902, -0.162036)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
104102,37953,"Flat B, 28 Greenland Road, London, NW1 0AY",15/09/2016,19/09/2016,0,1,148,300,E05000130,Camden Town with Primrose Hill,E01000861,,529071,183919,-0.140297,51.539422,"(51.539422, -0.140297)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
194453,38209,"Flat C, 35 Parliament Hill, London, NW3 2TA",04/08/2016,08/08/2016,5,10,18,480,E05000135,Hampstead Town,E01000893,,527438,185845,-0.163134,51.557102,"(51.557102, -0.163134)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
108587,20481,"Flat 2, Grisedale, Cumberland Market, London, NW1 3QE",27/07/2017,31/07/2017,3,5,219,200,E05000142,Regent's Park,E01000951,,529051,182791,-0.140998,51.52929,"(51.52929, -0.140998)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
192967,8073,"99 Cressfield Close, London, NW5 4BN",31/08/2017,04/09/2017,1,2,139,325,E05000134,Gospel Oak,E01000889,,528461,185325,-0.148575,51.552197,"(51.552197, -0.148575)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288586,30625,"Flat 16, Leonard Day House, Athlone Street, London, NW5 4LN",06/04/2017,10/04/2017,3,6,217,300,E05000136,Haverstock,E01000901,,528556,184893,-0.147363,51.548293,"(51.548293, -0.147363)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
195282,16570,"Flat 13, Mullen Tower, Mount Pleasant, London, WC1X 0AG",20/07/2017,24/07/2017,0,1,96,200,E05000138,Holborn and Covent Garden,E01000917,,531033,182095,-0.112701,51.522579,"(51.522579, -0.112701)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
189603,4546,"362 Weedington Road, London, NW5 4PJ",23/03/2017,27/03/2017,0,5,118,200,E05000134,Gospel Oak,E01000891,,528274,185235,-0.151303,51.55143,"(51.55143, -0.151303)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
106789,30859,"Flat 61, Bucklebury, Stanhope Street, London, NW1 3LB",15/09/2016,19/09/2016,1,2,112,360,E05000142,Regent's Park,E01000945,,529036,182484,-0.141327,51.526535,"(51.526535, -0.141327)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
109314,33132,"Flat 8, Woodhall, Robert Street, London, NW1 3JP",22/06/2017,26/06/2017,1,2,128,350,E05000142,Regent's Park,E01000951,,529172,182695,-0.13929,51.5284,"(51.5284, -0.13929)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
190138,36269,"Flat A, 56 Castle Road, London, NW1 8SN",18/02/2016,22/02/2016,1,2,238,300,E05000139,Kentish Town,E01000927,,528688,184580,-0.145575,51.54545,"(51.54545, -0.145575)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
191175,16312,"Flat 13, Alder House, Maitland Park Villas, London, NW3 2EL",11/05/2017,15/05/2017,3,5,310,337,E05000136,Haverstock,E01000902,,527837,184989,-0.157692,51.549319,"(51.549319, -0.157692)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
193537,21102,"Flat 20, Troyes House, Lawn Road, London, NW3 2XT",15/09/2016,19/09/2016,2,3,450,555,E05000134,Gospel Oak,E01000892,,527572,185047,-0.161491,51.5499,"(51.5499, -0.161491)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
181992,32695,"Flat 8, Beedon, Peckwater Street, London, NW5 2TY",23/06/2016,27/06/2016,2,4,438,510,E05000139,Kentish Town,E01000925,,529233,185112,-0.137525,51.550106,"(51.550106, -0.137525)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
194408,28245,"Flat 48,5-7 Belsize Grove,London,NW3 4UT",25/08/2016,29/08/2016,0,1,96,105,E05000128,Belsize,E01000843,,527312,184817,-0.165322,51.547892,"(51.547892, -0.165322)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288560,30907,"Flat C, 82 West End Lane, London, NW6 2LX",15/06/2017,19/06/2017,1,2,123,630,E05000145,West Hampstead,E01000968,,525519,184485,-0.191285,51.545309,"(51.545309, -0.191285)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
187541,36352,"Flat A, 6 Millman Street, London, WC1N 3EB",28/07/2016,01/08/2016,1,2,48,300,E05000138,Holborn and Covent Garden,E01000920,,530736,182047,-0.116997,51.522217,"(51.522217, -0.116997)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
106893,32997,"Flat 8, Parkside Court, 7 Gloucester Avenue, London, NW1 7AT",31/03/2016,04/04/2016,2,3,502,550,E05000130,Camden Town with Primrose Hill,E01000862,,528580,183654,-0.14747,51.537153,"(51.537153, -0.14747)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
190639,1727,"163 Weedington Road, London, NW5 4PQ",20/10/2016,24/10/2016,2,4,434,420,E05000134,Gospel Oak,E01000891,,528231,185218,-0.151929,51.551287,"(51.551287, -0.151929)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
196625,26060,"Flat 37, Kilburn Gate, Kilburn Priory, London, NW6 5NE",21/01/2016,25/01/2016,4,6,110,480,E05000140,Kilburn,E01000930,,525683,183446,-0.189291,51.535935,"(51.535935, -0.189291)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
193334,29021,"Flat 5, Sycamore House, Maitland Park Villas, London, NW3 2EA",26/05/2016,30/05/2016,2,4,505,640,E05000136,Haverstock,E01000902,,527879,184811,-0.157151,51.54771,"(51.54771, -0.157151)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
196989,41209,"Flat E, 114 Fordwych Road, London, NW2 3NL",24/03/2016,28/03/2016,1,2,155,330,E05000132,Fortune Green,E01000872,,524441,185100,-0.206605,51.551075,"(51.551075, -0.206605)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
108773,25962,"Flat 36, Woodhall, Robert Street, London, NW1 3JP",09/03/2017,13/03/2017,1,2,135,400,E05000142,Regent's Park,E01000951,,529172,182695,-0.13929,51.5284,"(51.5284, -0.13929)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288744,28875,"Flat 1, Princes Park Apartments North, 52 Prince Of Wales Road, London, NW5 3LN",24/03/2016,28/03/2016,2,4,417,650,E05000136,Haverstock,E01000901,,528577,184740,-0.147117,51.546913,"(51.546913, -0.147117)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
187336,37996,"Flat B, 29 Willes Road, London, NW5 3DT",27/07/2017,31/07/2017,3,6,338,690,E05000139,Kentish Town,E01000927,,528761,184829,-0.144406,51.547673,"(51.547673, -0.144406)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
184006,14641,"Flat 103, Broadfield, Broadhurst Gardens, London, NW6 3BL",11/02/2016,15/02/2016,3,5,286,425,E05000144,Swiss Cottage,E01000964,,525875,184640,-0.186098,51.546623,"(51.546623, -0.186098)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
286106,30397,"Apartment 103, Charlotte Building, Heritage Lane, London, NW6 2BZ",02/03/2017,06/03/2017,3,5,240,190,E05000145,West Hampstead,E01000973,,525341,184648,-0.193792,51.546814,"(51.546814, -0.193792)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288563,30875,"Apartment 101, Lily Building, Heritage Lane, London, NW6 2BZ",01/06/2017,05/06/2017,3,5,243,250,E05000145,West Hampstead,E01000973,,525341,184648,-0.193792,51.546814,"(51.546814, -0.193792)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
103090,1244,"14 Somers Close,London,NW1 1RT",10/03/2016,14/03/2016,1,2,133,600,E05000143,St Pancras and Somers Town,E01000953,,529703,183257,-0.131433,51.533329,"(51.533329, -0.131433)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
185788,30584,"Flat 6, Mullen Tower, Mount Pleasant, London, WC1X 0AG",11/02/2016,15/02/2016,0,0,184,420,E05000138,Holborn and Covent Garden,E01000917,,531033,182095,-0.112701,51.522579,"(51.522579, -0.112701)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
286106,30407,"Apartment 402, Charlotte Building, Heritage Lane, London, NW6 2BZ",02/03/2017,06/03/2017,3,5,240,200,E05000145,West Hampstead,E01000973,,525341,184648,-0.193792,51.546814,"(51.546814, -0.193792)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
106920,27355,"Flat 41, Mackworth House, Augustus Street, London, NW1 3RE",15/06/2017,19/06/2017,0,1,93,165,E05000142,Regent's Park,E01000951,,529019,182851,-0.141437,51.529837,"(51.529837, -0.141437)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
180266,20609,"Flat 2, New Priory Court, 61 Mazenod Avenue, London, NW6 4LT",31/03/2016,04/04/2016,3,5,283,490,E05000140,Kilburn,E01000933,,525326,184088,-0.194208,51.541784,"(51.541784, -0.194208)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288645,29952,"Flat 8, 163 - 164 Iverson Road, Kilburn, NW6 2RB",24/11/2016,28/11/2016,3,4,242,270,E05000145,West Hampstead,E01000973,,525332,184779,-0.193875,51.547993,"(51.547993, -0.193875)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
187853,36210,"Flat A, 53 Chester Road, London, N19 5DF",17/08/2017,21/08/2017,1,2,88,385,E05000137,Highgate,E01000908,,528839,186587,-0.142664,51.563452,"(51.563452, -0.142664)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
102324,32217,"Flat 72,Mayford,Oakley Square,London,NW1 1NY",18/08/2016,22/08/2016,3,5,311,630,E05000143,St Pancras and Somers Town,E01000952,,529415,183276,-0.135576,51.533565,"(51.533565, -0.135576)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
185067,41629,"Flat H, 122 Croftdown Road, London, NW5 1HB",02/03/2017,06/03/2017,3,4,260,400,E05000137,Highgate,E01000908,,528755,186547,-0.14389,51.563111,"(51.563111, -0.14389)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
182399,22835,"Flat 25, Seymour House, 58-60 Tavistock Place, London, WC1H 9RH",26/05/2016,30/05/2016,2,4,406,480,E05000129,Bloomsbury,E01000853,,530191,182425,-0.124709,51.525739,"(51.525739, -0.124709)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
194061,16639,"Flat 13, Stedham Chambers, Coptic Street, London, WC1A 1NL",08/09/2016,12/09/2016,1,2,153,300,E05000138,Holborn and Covent Garden,E01000918,,530087,181523,-0.12654,51.517657,"(51.517657, -0.12654)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288670,29668,"Flat 9, Tapestry Apartments, 3 Canal Reach, London, N1C 4BA",29/09/2016,03/10/2016,2,4,380,350,E05000143,St Pancras and Somers Town,E01000953,,529910,183793,-0.128227,51.5381,"(51.5381, -0.128227)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
188328,37769,"Flat B,23 Caversham Road,London,NW5 2DT",09/06/2016,13/06/2016,0,1,145,300,E05000131,Cantelowes,E01000870,,529095,184933,-0.13958,51.548529,"(51.548529, -0.13958)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
190546,39883,"Flat C, 25 Parkhill Road, London, NW3 2YH",28/09/2017,02/10/2017,1,2,136,810,E05000136,Haverstock,E01000903,,527750,184942,-0.158963,51.548916,"(51.548916, -0.158963)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
104140,35288,"Flat A,22 Lyme Street,London,NW1 0EE",10/03/2016,14/03/2016,0,1,177,455,E05000130,Camden Town with Primrose Hill,E01000861,,529197,184007,-0.138449,51.540184,"(51.540184, -0.138449)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
103193,13723,"Flat 1,Gladwin House,Cranleigh Street,London,NW1 1PJ",17/08/2017,21/08/2017,2,3,351,290,E05000143,St Pancras and Somers Town,E01000954,,529424,183152,-0.135492,51.532449,"(51.532449, -0.135492)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
